,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
2760,5.0,no,blujay,2 (stereo),2014-04-25,Not specified,41,XC176358.mp3,Not specified,Blue Jay,Not specified,XC176358 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Boston Hollow Road, Ashford, Windham County, Connecticut",41.9356,44100 (Hz),"call, queedle call, song",220 m,"Natural sound, a small group of birds moving through treetops in mixed hemlock-oak forest.",128000 (bps),mp3,Not specified,,176358,https://www.xeno-canto.org/176358,United States,Jorge de Leon Cardozo,Cyanocitta cristata_Blue Jay,-72.1601,Not specified,08:30,Jorge de Leon Cardozo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2761,4.5,no,blujay,1 (mono),2014-05-25,Not specified,61,XC179708.mp3,Not specified,Blue Jay,Not specified,XC179708 Blue Jay (Cyanocitta cristata),"['Spizella pusilla_Field Sparrow', 'Melospiza melodia_Song Sparrow', 'Empidonax alnorum_Alder Flycatcher']",yes,Cyanocitta cristata," Murphy-Hanrehan Park Reserve, Dakota, Minnesota",44.707,48000 (Hz),call,300 m,"A group of 4 birds calling and hopping about the top of a *populus* tree at the edge of prairie.

Recorded with parabolic reflector and Sony PCM-M10.",192000 (bps),mp3,Not specified,Field Sparrow (Spizella pusilla); Song Sparrow (Melospiza melodia); Alder Flycatcher (Empidonax alnorum),179708,https://www.xeno-canto.org/179708,United States,Jonathon Jongsma,Cyanocitta cristata_Blue Jay,-93.329,Not specified,08:45,Jonathon Jongsma,Creative Commons Attribution-ShareAlike 4.0
2762,5.0,no,blujay,2 (stereo),2014-06-28,Not specified,29,XC186308.mp3,Not specified,Blue Jay,Not specified,XC186308 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Saint-Damase-de-L'Islet, L'Islet, Québec",47.2069,44100 (Hz),call,300 m,Two individuals vocalizing. Habitat: mature mixed forest.,128000 (bps),mp3,Not specified,,186308,https://www.xeno-canto.org/186308,Canada,Martin St-Michel,Cyanocitta cristata_Blue Jay,-69.9436,Not specified,08:25,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2763,5.0,no,blujay,1 (mono),2014-10-28,Not specified,146,XC205522.mp3,Not specified,Blue Jay,Not specified,XC205522 Blue Jay (Cyanocitta cristata),[],no,Cyanocitta cristata," Forest Road 152 area, off of Gunflint Trail, Superior National Forest (near Grand Marais), Cook County, Minnesota",47.9834,48000 (Hz),call,550 m,early morning calls from unseen flock in spruce forest,128000 (bps),mp3,Not specified,,205522,https://www.xeno-canto.org/205522,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-90.3694,Not specified,08:35,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2764,4.5,no,blujay,2 (stereo),2015-03-25,level,40,XC233380.mp3,level,Blue Jay,Not specified,XC233380 Blue Jay (Cyanocitta cristata),['Passer domesticus_House Sparrow'],yes,Cyanocitta cristata," Sugar Land, Fort Bend County, Texas",29.5833,44100 (Hz),call,20 m,Bird perched in a branch approximately to a height of 4 meters (13.3 feet) above the floor.,128000 (bps),mp3,level,House Sparrow (Passer domesticus),233380,https://www.xeno-canto.org/233380,United States,Danny Zapata-Henao,Cyanocitta cristata_Blue Jay,-95.6113,0-3(s),16:57,Danny Zapata-Henao,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2765,5.0,no,blujay,2 (stereo),2015-03-25,level,83,XC233403.mp3,level,Blue Jay,Not specified,XC233403 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Sugar Land, Fort Bend County, Texas",29.5831,44100 (Hz),call,20 m,"Bird at height of approximately 7 meters (22.9659 feet), perched in a branch next to a nest. The bird did not interact with the nest while the recording was made so It is not known if that was its nest, though is more likely that it was.",192000 (bps),mp3,level,,233403,https://www.xeno-canto.org/233403,United States,Danny Zapata-Henao,Cyanocitta cristata_Blue Jay,-95.6131,0-3(s),17:11,Danny Zapata-Henao,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2766,4.5,no,blujay,2 (stereo),2015-04-05,decreasing,19,XC234317.mp3,level,Blue Jay,1-3,XC234317 Blue Jay (Cyanocitta cristata),['Melospiza melodia_Song Sparrow'],no,Cyanocitta cristata," Yard, Croton, New York",41.1987,44100 (Hz),flight call,? m,Two recordings pasted together; flock flying around. Continued some more during the morning.,128000 (bps),mp3,level,Song Sparrow (Melospiza melodia),234317,https://www.xeno-canto.org/234317,United States,Daniel Parker,Cyanocitta cristata_Blue Jay,-73.8832,0-3(s),08:45,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2767,5.0,no,blujay,2 (stereo),2015-04-07,level,40,XC234669.mp3,level,Blue Jay,1-3,XC234669 Blue Jay (Cyanocitta cristata),[],no,Cyanocitta cristata," Oyster Creek Park, Sugar Land, Fort Bend County, Texas",29.5974,44100 (Hz),call,20 m,On a tree in front of a house.,192000 (bps),mp3,level,,234669,https://www.xeno-canto.org/234669,United States,Danny Zapata-Henao,Cyanocitta cristata_Blue Jay,-95.5859,0-3(s),12:41,Danny Zapata-Henao,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2768,5.0,no,blujay,2 (stereo),2010-10-14,Not specified,9,XC277334.mp3,Not specified,Blue Jay,Not specified,XC277334 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),alarm call,40 m,interaction with sharp-shinned hawk,128000 (bps),mp3,Not specified,,277334,https://www.xeno-canto.org/277334,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.0627,Not specified,07:30,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2769,4.5,no,blujay,2 (stereo),2013-09-28,Not specified,10,XC277339.mp3,Not specified,Blue Jay,Not specified,XC277339 Blue Jay (Cyanocitta cristata),['Accipiter striatus_Sharp-shinned Hawk'],yes,Cyanocitta cristata," Lower Moreland (near  Huntingdon Valley), Montgomery, Pennsylvania",40.1175,44100 (Hz),alarm call,40 m,interaction with imm sharp-shinned hawk,102776 (bps),mp3,Not specified,Sharp-shinned Hawk (Accipiter striatus),277339,https://www.xeno-canto.org/277339,United States,Paul Driver,Cyanocitta cristata_Blue Jay,-75.0627,Not specified,07:20,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2770,4.5,no,blujay,1 (mono),2015-09-12,Not specified,101,XC278825.mp3,Not specified,Blue Jay,Not specified,XC278825 Blue Jay (Cyanocitta cristata),"['Dolichonyx oryzivorus_Bobolink', 'Geothlypis trichas_Common Yellowthroat']",no,Cyanocitta cristata," River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,48000 (Hz),call,0 m,"Red-shouldered Hawk imitation

hidden in oaks, I saw it fly out",128000 (bps),mp3,Not specified,Bobolink (Dolichonyx oryzivorus); Common Yellowthroat (Geothlypis trichas),278825,https://www.xeno-canto.org/278825,United States,Paul Marvin,Cyanocitta cristata_Blue Jay,-80.813,Not specified,08:33,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2771,5.0,,blujay,2 (stereo),2015-05-03,Not specified,10,XC282293.mp3,Not specified,Blue Jay,Not specified,XC282293 Blue Jay (Cyanocitta cristata),[],,Cyanocitta cristata," Glen Cove, Nassau, New York",40.8643,44100 (Hz),call,0 m,playback-used:no,192000 (bps),mp3,Not specified,,282293,https://www.xeno-canto.org/282293,United States,Albert Lastukhin & Max Lastukhin,Cyanocitta cristata_Blue Jay,-73.6537,Not specified,17:30,Albert Lastukhin & Max Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2772,5.0,,blujay,2 (stereo),2015-03-13,Not specified,30,XC282294.mp3,Not specified,Blue Jay,Not specified,XC282294 Blue Jay (Cyanocitta cristata),[],,Cyanocitta cristata," Glen Cove, Nassau, New York",40.8643,44100 (Hz),call,0 m,playback-used:no,192000 (bps),mp3,Not specified,,282294,https://www.xeno-canto.org/282294,United States,Albert Lastukhin & Max Lastukhin,Cyanocitta cristata_Blue Jay,-73.6537,Not specified,17:30,Albert Lastukhin & Max Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2773,5.0,,blujay,2 (stereo),2015-03-13,Not specified,40,XC282295.mp3,Not specified,Blue Jay,Not specified,XC282295 Blue Jay (Cyanocitta cristata),[],,Cyanocitta cristata," Glen Cove, Nassau, New York",40.8643,44100 (Hz),call,0 m,playback-used:no,192000 (bps),mp3,Not specified,,282295,https://www.xeno-canto.org/282295,United States,Albert Lastukhin & Max Lastukhin,Cyanocitta cristata_Blue Jay,-73.6537,Not specified,17:30,Albert Lastukhin & Max Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2774,5.0,,blujay,2 (stereo),2015-03-13,Not specified,16,XC282296.mp3,Not specified,Blue Jay,Not specified,XC282296 Blue Jay (Cyanocitta cristata),[],,Cyanocitta cristata," Glen Cove, Nassau, New York",40.8643,44100 (Hz),call,0 m,playback-used:no,192000 (bps),mp3,Not specified,,282296,https://www.xeno-canto.org/282296,United States,Albert Lastukhin & Max Lastukhin,Cyanocitta cristata_Blue Jay,-73.6537,Not specified,17:30,Albert Lastukhin & Max Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2775,5.0,no,blujay,2 (stereo),2015-09-27,both,66,XC282989.mp3,level,Blue Jay,1-3,XC282989 Blue Jay (Cyanocitta cristata),[],no,Cyanocitta cristata," Brinton Brook Sanctuary, Croton, New York",Not specified,44100 (Hz),call,? m,Slightly odd.,128000 (bps),mp3,level,,282989,https://www.xeno-canto.org/282989,United States,Daniel Parker,Cyanocitta cristata_Blue Jay,Not specified,0-3(s),11:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2776,5.0,no,blujay,1 (mono),2015-09-11,Not specified,90,XC286399.mp3,Not specified,Blue Jay,Not specified,XC286399 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Springfield (near  West Springfield), Fairfax County, Virginia",38.7877,44100 (Hz),call,100 m,I observed the bird first sitting in a holly bush at about 5ft where it sat almost motionless for some time.  Then at some point it snapped out of its reverie and hopped up a few feet higher and began calling loudly.,96000 (bps),mp3,Not specified,,286399,https://www.xeno-canto.org/286399,United States,Bobby Wilcox,Cyanocitta cristata_Blue Jay,-77.2332,Not specified,17:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2777,5.0,no,blujay,1 (mono),2015-11-05,Not specified,11,XC288988.mp3,Not specified,Blue Jay,Not specified,XC288988 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Oxford, Lafayette County, Mississippi",34.4842,44100 (Hz),call,90 m,"A pair of Blue Jays foraging in isolated woody vegetation along the margins of the dry lake bed. Abnormally warm for this date, 77 F. Breezy 5-10mph SW. Distance from microphone ~30 m. 

# Habitat #
State waterfowl refuge along the margins of USACE flood control reservoir. Strip along the lake margins ~1km wide of moist soil grassland with mix of forbs, native warm season grasses (Andropogon, Schyzachyrium, Eragrostis, Aristida, etc.), and some sparse woody vegetation (Cephalanthus, Quercus saplings, etc.) bounded by oak hickory forest and, in places, pine plantation.  Three or four shallow waterfowl impoundments partially flooded in the winter.

# Editing #
no edits other than excerpting from the raw .wav file

# Equipment #
Fostex FR-2 digital field recorder with Telinga Pro 22"" parabolic reflector",192000 (bps),mp3,Not specified,,288988,https://www.xeno-canto.org/288988,United States,J.R. Rigby,Cyanocitta cristata_Blue Jay,-89.5949,Not specified,16:00,J.R. Rigby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2778,5.0,no,blujay,2 (stereo),2015-12-19,Not specified,77,XC296398.mp3,Not specified,Blue Jay,Not specified,XC296398 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Wellington, Larimer County, Colorado",40.729,44100 (Hz),call,1600 m,"Eight distinct call types given. Recording amplified 4x, and human voices spliced out.",192000 (bps),mp3,Not specified,,296398,https://www.xeno-canto.org/296398,United States,Nick Komar,Cyanocitta cristata_Blue Jay,-105.0535,Not specified,12:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2779,4.5,no,blujay,1 (mono),2016-03-05,Not specified,54,XC307817.mp3,Not specified,Blue Jay,Not specified,XC307817 Blue Jay (Cyanocitta cristata),"['Cardinalis cardinalis_Northern Cardinal', 'Baeolophus bicolor_Tufted Titmouse', 'Bombycilla cedrorum_Cedar Waxwing']",yes,Cyanocitta cristata," Oxford, Lafayette County, Mississippi",34.4842,44100 (Hz),"call, growl call, mimicry",90 m,"Natural sounds. Initially perched in privet in forest understory. Seemed to be harassing a Red-headed Woodpecker, following it from tree to tree and watching the woodpecker while calling. Multiple sounds including typical call, rattle/growl, and repeated mimicry of Red-shouldered Hawk. All RSHA calls in this cut are from the Blue Jay.

#Habitat#
State waterfowl refuge along the margins of USACE flood control reservoir. Strip along the lake margins ~1km wide of moist soil grassland with mix of forbs, native warm season grasses (Andropogon, Schyzachyrium, Eragrostis, Aristida, etc.), and some sparse woody vegetation (Cephalanthus, Quercus saplings, etc.) bounded by oak hickory forest and, in places, pine plantation.  Three or four shallow waterfowl impoundments partially flooded in the winter.

#Editing#
No edits.

#Equipment#
Fostex FR-2 digital recorder with Sennheiser microphone and Telinga pro 22"" parabolic reflector.",192000 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Tufted Titmouse (Baeolophus bicolor); Cedar Waxwing (Bombycilla cedrorum),307817,https://www.xeno-canto.org/307817,United States,J.R. Rigby,Cyanocitta cristata_Blue Jay,-89.5949,Not specified,10:00,J.R. Rigby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2780,4.5,no,blujay,2 (stereo),2016-04-03,Not specified,62,XC310198.mp3,Not specified,Blue Jay,Not specified,XC310198 Blue Jay (Cyanocitta cristata),['Strix varia_Barred Owl'],yes,Cyanocitta cristata, Ivy Creek Natural Area,38.0915,44100 (Hz),call,150 m,two birds scolding Barred Owl,128000 (bps),mp3,Not specified,Barred Owl (Strix varia),310198,https://www.xeno-canto.org/310198,United States,Ross Gallardy,Cyanocitta cristata_Blue Jay,-78.4939,Not specified,08:00,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2781,5.0,no,blujay,2 (stereo),2015-05-25,Not specified,24,XC310243.mp3,Not specified,Blue Jay,Not specified,XC310243 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Skidaway Island, Chatham County, GA USA",31.9237,48000 (Hz),song,4 m,This is a clear recording of a single bird of this abundant local species.,128000 (bps),mp3,Not specified,,310243,https://www.xeno-canto.org/310243,United States,Russ Wigh,Cyanocitta cristata_Blue Jay,-81.0559,Not specified,10:00,Russ Wigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2782,5.0,no,blujay,2 (stereo),2015-05-22,Not specified,23,XC310840.mp3,Not specified,Blue Jay,Not specified,XC310840 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Raven Run, Fayette County, Kentucky",37.8929,44100 (Hz),call,280 m,,192000 (bps),mp3,Not specified,,310840,https://www.xeno-canto.org/310840,United States,Antonio Xeira,Cyanocitta cristata_Blue Jay,-84.3923,Not specified,10:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2783,4.5,no,blujay,2 (stereo),2016-04-05,Not specified,16,XC311563.mp3,Not specified,Blue Jay,Not specified,XC311563 Blue Jay (Cyanocitta cristata),"['Agelaius phoeniceus_Red-winged Blackbird', 'Melospiza melodia_Song Sparrow']",yes,Cyanocitta cristata," Bald Mountain Park, North RA, Oakland County, MI",42.7895,44100 (Hz),call,280 m,,192000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); Song Sparrow (Melospiza melodia),311563,https://www.xeno-canto.org/311563,United States,Antonio Xeira,Cyanocitta cristata_Blue Jay,-83.1904,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2784,5.0,no,blujay,2 (stereo),2016-03-11,Not specified,6,XC311958.mp3,Not specified,Blue Jay,Not specified,XC311958 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Bald Mountain Park, South RA, Oakland County, MI",42.7372,44100 (Hz),call,280 m,,192000 (bps),mp3,Not specified,,311958,https://www.xeno-canto.org/311958,United States,Antonio Xeira,Cyanocitta cristata_Blue Jay,-83.2314,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2785,5.0,no,blujay,2 (stereo),2016-03-11,Not specified,9,XC311959.mp3,Not specified,Blue Jay,Not specified,XC311959 Blue Jay (Cyanocitta cristata),[],yes,Cyanocitta cristata," Bald Mountain Park, South RA, Oakland County, MI",42.7372,44100 (Hz),call,280 m,,192000 (bps),mp3,Not specified,,311959,https://www.xeno-canto.org/311959,United States,Antonio Xeira,Cyanocitta cristata_Blue Jay,-83.2314,Not specified,10:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2786,4.5,no,blujay,2 (stereo),2016-04-14,Not specified,8,XC313063.mp3,Not specified,Blue Jay,1-3,XC313063 Blue Jay (Cyanocitta cristata),['Sturnella neglecta_Western Meadowlark'],yes,Cyanocitta cristata," Crow Valley, Weld County, Colorado",40.6595,44100 (Hz),flight call,1500 m,Three Blue Jays that took off from a Cottonwood Tree and flew across the campground to another Cottonwood. Each bird called one time.,114395 (bps),mp3,level,Western Meadowlark (Sturnella neglecta),313063,https://www.xeno-canto.org/313063,United States,Sue Riffe,Cyanocitta cristata_Blue Jay,-104.3516,0-3(s),11:51,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2787,4.5,no,blujay,2 (stereo),2016-04-15,Not specified,9,XC313064.mp3,Not specified,Blue Jay,Not specified,XC313064 Blue Jay (Cyanocitta cristata),['Sturnella neglecta_Western Meadowlark'],yes,Cyanocitta cristata," Bonny SWA, Yuma County, Colorado",39.613,44100 (Hz),song,1100 m,Sitting in a Juniper Tree about 50 feet away.,120088 (bps),mp3,Not specified,Western Meadowlark (Sturnella neglecta),313064,https://www.xeno-canto.org/313064,United States,Sue Riffe,Cyanocitta cristata_Blue Jay,-102.227,0-3(s),10:13,Sue Riffe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2788,4.5,no,blujay,2 (stereo),2016-05-03,Not specified,146,XC315101.mp3,Not specified,Blue Jay,Not specified,XC315101 Blue Jay (Cyanocitta cristata),"['Buteo platypterus_Broad-winged Hawk', 'Turdus migratorius_American Robin', 'Cardinalis cardinalis_Northern Cardinal']",yes,Cyanocitta cristata," Oxford, Lafayette County, Mississippi",34.3665,44100 (Hz),"alarm call, call",160 m,"Natural sound. Two Blue Jays and an American Robin mobbing a Broad-winged Hawk. All three birds perched on bare limbs in the crown of a tree ~7m above the ground. Note harsh Blue Jay calls at 1:23 and 1:40 as the Blue Jay charged the hawk. Besides the occasional sallies by the Blue Jays, there was no other action or violence besides the calls. 

#Habitat#
29-acre estate centrally located in Oxford, MS consisting of antebellum home surrounded by lawns and adjacent forest. Privet hedges and small thickets divide the grounds into distinct lawn units. Bordered on all sides by mature oak-hickory forest. Forest edge consists of oak spp, hickory spp, red cedar, mulberry, with understory along the edge dominated by privet (Ligustrum sp.). Grounds around the house include isolated trees and manicured hedges. A path from the end of the parking area leads northward ~1 km through the forest to the northern edge of the property abutting the University of Mississippi campus

#Editing#
Edited in Adobe Audition. Butterworth high-pass filter, order 3, cutoff frequency 800Hz

#Equipment#
Fostex FR-2 digital recorder with Sennheiser microphone and Telinga pro 22"" parabolic reflector.",192000 (bps),mp3,Not specified,Broad-winged Hawk (Buteo platypterus); American Robin (Turdus migratorius); Northern Cardinal (Cardinalis cardinalis),315101,https://www.xeno-canto.org/315101,United States,J.R. Rigby,Cyanocitta cristata_Blue Jay,-89.5192,Not specified,09:30,J.R. Rigby,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
